TR_EFFECT_RAINBOW_SPEED,彩虹速度 :,,
TR_EFFECT_SELF_RAINBOW,自发光彩虹,,
TR_EFFECT_SIZE_LABEL,效果尺寸 :,,
TR_EFFECT_SIZE,效果尺寸 :,,
TR_EFFECTS,效果,,
TR_EXPORT_MODEL_PARTS,导出模型部分,,
TR_EYE_ANIMATIONS,眼部动画,,
TR_FAQ_FULL,"这个软件是谁做的？\n- TheMime（我）是目前的主要开发人员，但但但是社区的帮助仍然是开放和值得赞赏的！\n\n这真的是PNGTubing还是Vtubing，还是？？？\n- 这种形式的PNGTubing是最接近Vtubing的东西。我想这是一个中间点，哈哈。仍然没有真正的Vtuber模型那么复杂，所以我个人认为它仍然是PNGTubing！\n\n为什么有些代码有点乱？\n- 当我第一次制作这个软件时，我对编码知之甚少。说真的一些代码看起来很尴尬，我也希望自己或在社区的帮助下能够改进它。你可以在Credits中找到源代码的链接！\n\n你在""什么是PNGTubing？""选项卡提到了ToonTubing。这会得到支持吗？\n- 或许会我目前正在制作一个个人（私人）演示，添加一种易于理解的可视化脚本系统，以便能够提取这类东西。 祝我好运，哈哈！\n\n我该如何支持这个项目？\n- 你可以简单地分享它（但请不要烦人），并展示你用它制作的模型。在某个时候给软件增加代码贡献会很好！\n\n（如果我有更常见的问题，会把它们放在这里！）",,
TR_FAT_POINT,点 :,,
TR_FILE_DIALOG_TITLE,打开文件,,
TR_FILE_OPEN,打开,,
TR_FILES,文件,,
TR_FLIP_H,水平翻转,,
TR_FLIP_V,垂直翻转,,
TR_FLOAT,浮动,,
TR_FM_DELAY,延迟 :,,
TR_FM_MAX_ROT,最大旋转 :,,
TR_FM_MAX_SQUISH_X,挤压 X :,,
TR_FM_MAX_SQUISH_Y,挤压 Y :,,
TR_FM_MIN_ROT,最小旋转 :,,
TR_FM_RANGE_X,范围 X :,,
TR_FM_RANGE_Y,范围 Y :,,
TR_FOLLOW_ALL_RANGE,全范围跟随,,
TR_FOLLOW_ALL_RANGE_TOOLTIP,无论当前跟随附件的基准角度如何，都遵循其运动方向。,,
TR_FOLLOW_APPENDAGE_TIP,跟随附件,,
TR_FOLLOW_APPENDAGE_TOOLTIP,跟随父附件的移动,,
TR_FOLLOW_APPENDAGE,跟随附件,,
TR_FOLLOW_MOUSE_DEMO,跟随鼠标演示,,
TR_FOLLOW_MOUSE_SCREEN_LABEL,鼠标跟随生效屏幕 :,,
TR_FOLLOW_MOUSE,跟随移动,,
TR_FOLLOW_POSITION_LABEL,跟随选项（位置） :,,
TR_FOLLOW_ROTATION_LABEL,跟随选项（旋转） :,,
TR_FOLLOW_SCALE_LABEL,跟随选项（比例） :,,
TR_FOLLOW_SCALE_NOT,"小提示\n根据鼠标位置的缩放变化效果仍需要一些改进，在以后的版本中可能会感觉或看起来有点不同。",,
TR_FOLLOW_THROUGH,跟随对象,,
TR_FOR_TESTING_LABEL,仅供测试,,
TR_FRAME_LABEL,帧 :,,
TR_FT_DRAG,拖动 :,,
TR_FT_STRETCH,挤压 :,,
TR_FULL_CREDITS,PNGTuber Remix by TheMime(MudkipWorld)\n 更好的用户界面 by LeoRson \n\nV1.3.4,,
TR_GRAVITY_X_LABEL,重力-X :,,
TR_GRAVITY_Y_LABEL,重力-Y :,,
TR_GRAY,灰色,,
TR_GREEN,绿色,,
TR_HATCHES,Hatches,,
TR_MIN_DURATION_TOOLTIP,"精灵将至少持续的显示时间，以避免消失。",,
TR_MIN_DURATION,最短显示时间,,
TR_CAST_TIME_TOOLTIP,"在持续按下热键直到超过施法时间时，精灵才会显示",,
TR_CAST_TIME,按键施法时间,,
TR_HOT_KEY_LABEL,热键 :,,
TR_IDLE,闲置,,
TR_IGNORE_BOUNCE,忽略弹跳,,
TR_IMAGE,图像,,
TR_IS_ASSET_TOOLTIP,"资产是一种可以随时切换的精灵。即眼镜、帽子等...",,
TR_IS_ASSET,是切换资产,,
TR_IS_CYCLE_ASSET,是循环资产,,
TR_LANGUAGE_LABEL,语言 :,,
TR_LAYOUT,布局,,
TR_LENGTH_LABEL,长度 :,,
TR_LIGHT_COLOR,光色 :,,
TR_LIGHT_ENERGY,光强 :,,
TR_LIGHT_SETTINGS,灯光设置,,
TR_LIGHT_SHAPE_VISIBLE,光形状可见性,,
TR_LIGHT_SHAPE_VISIBLE,光形状可见性,,
TR_LIGHT_SIZE,灯光尺寸 :,,
TR_LIGHT_VISIBLE,灯光可见,,
TR_LIP_SYNC_CONFIG,嘴型同步设置,,
TR_LS_DARKEN_TOOLTIP,不说话时使模型变暗。,,
TR_MAGENTA,品红,,
TR_MAIN_VIEW_ZOOM_RESET,主视图缩放重置,,
TR_MAX_ANGLE_LABEL,最大角度 :,,
TR_MAX_CURVE_LABEL,最大曲率 :,,
TR_MAX_FPS,最大帧数,,
TR_MAX_MOUSE_ROTATION,最大鼠标旋转,,
TR_MAX_ROTATION_LABEL,最大旋转 :,,
TR_MAX_VIEW_ZOOM_OUT,迷你视图缩小,,
TR_MICROPHONE_LABEL,麦克风 :,,
TR_MIN_CURVE_LABEL,最小曲率 :,,
TR_MIN_MOUSE_ROTATION,最小鼠标旋转,,
TR_MIN_ROTATION_LABEL,最小旋转 :,,
TR_MINI_TUTORIAL,迷你教程 (WIP),,
TR_MINI_VIEW_TOOLTIP,迷你视图,,
TR_MINI_VIEW_ZOOM_IN,迷你视图放大,,
TR_MINUTE_ABBREVIATION,min,,
TR_MODE,模式,,
TR_MODEL_ANIMATIONS,模型动画,,
TR_MODEL_EFFECT,模型效果 :,,
TR_MOMENTUM_LABEL,动量 :,,
TR_MOUSE_VELOCITY,跟随鼠标速度,,
TR_MOUSE,鼠标,,
TR_MOUTH_CLOSED_LABEL,嘴巴闭合 :,,
TR_MOUTH_CLOSED,嘴巴闭合,,
TR_MOUTH_OPEN_LABEL,嘴巴张开 :,,
TR_MOUTH_OPEN,嘴巴张开,,
TR_MOVE_WITH_MOUSE_TOOLTIP,"必须启用动画跟随才能使此功能在关闭时工作，它会阻止角色在x和y轴上移动，但会保持动画跟随鼠标而移动的工作状态。",,
TR_MOVE_WITH_MOUSE,同时跟随移动,,
TR_MOVEMENT,运动,,
TR_MULTISTATE_EDITING_CUE_LABEL,*多状态编辑,,
TR_NAME,名称,,
TR_NEW_PNGTUBER_TEXT,你想制作一个新的PNGTuber模型吗？,,
TR_NEW,新建,,
TR_NONE_ANIMATED_SHEET_TOOLTIP,将精灵表转换为可供选择的静态帧。,,
TR_NONE_ANIMATED_SHEET,非动画工作表,,
TR_NONE,无,,
TR_NORMAL_MAP_DEMO,法线贴图演示,,
TR_NORMAL_MAP,法线贴图,,
TR_NO, 否 ,,
TR_OFFSET_X,偏移-X :,,
TR_OFFSET_Y,偏移-Y :,,
TR_OPEN_FILES,打开文件,,
TR_OPEN,张开,,
TR_OUTLINE,外轮廓,,
TR_PAUSE_MOVEMENT_TOOLTIP_MOVEMENT_SECTION,若该参数的值等于零，则暂停移动。,,
TR_PAUSE_MOVEMENT_TOOLTIP,将模型设置为静态。\n单击此处可预览模型的运动。\n更改模式时，此选项会自动取消选中。,,
TR_PAUSE_MOVEMENT,暂停运动,,
TR_PHYS_STIFFNESS_LABEL,物理刚度 :,,
TR_PHYS_STIFFNESS_TOOLTIP,对父对象物理/反应的运动刚度。,,
TR_PHYSICS,启用物理,,
TR_PLEASE_CONFIRM,请确认...,,
TR_POS_X,位置-X :,,
TR_POS_Y,位置-Y :,,
TR_POSITION_SNAP_BUTTON_TOOLTIP,将“位置”吸附到最后一个移动位置。,,
TR_POSITION_SNAP_BUTTON,位置吸附,,
TR_PREVIEW_MODE_TOOLTIP,将模型设置为静态。\n单击此处可预览模型的运动。\n更改模式时，此选项会自动取消选中。,,
TR_PREVIEW,预览,,
TR_PROTANOPIA,红色盲,,
TR_QUIT,退出,,
TR_RAINBOW_EFFECT,彩虹效果,,
TR_RAINBOW,彩虹,,
TR_REACTION,反应,,
TR_RED,红色,,
TR_REMAP_KEY,重新绑键,,
TR_REMAP_STATE_HOTKEYS,重绑状态热键,,
TR_REMAP,重新绑定,,
TR_RESET_ANIMATION_TOOLTIP,切换当前资产时重置动画。,,
TR_RESET_ANIMATION,资产切换时重置动画,,
TR_RESET_ON_STATE_CHANGE_TOOLTIP,"(APNG、GIF或SpriteSheet)更改状态时重置动画。",,
TR_RESET_ON_STATE_CHANGE,状态更改时重置,,
TR_NEVER_RESET_TOOLTIP,"从不重置动画",,
TR_NEVER_RESET,"从不重置",,
TR_ROT_DEGREE,旋转角度 :,,
TR_ROT_FREQUENCY,旋转频率 :,,
TR_ROT_MAX_ROT,最大旋转 :,,
TR_ROT_MIN_ROT,最小旋转 :,,
TR_ROT_SPEED,旋转速度 :,,
TR_ROTATION,旋转 :,,
TR_SAVE_AS,另存为,,
TR_SAVE_ON_EXIT_NOTE,(帮助记住切换的资产),,
TR_SAVE_ON_EXIT,退出时保存,,
TR_SAVE_WARNING_FULL,"如果您在未确保工作已保存的情况下单击了“退出”，您将失去进度。",,
TR_SAVE_WARNING,你确定已经保存了吗？,,
TR_SAVE_WINDOW_POSITIONS,"保存窗口(位置、大小等)",,
TR_SAVE,保存,,
TR_SCREAMING,尖叫（即将推出）,,
TR_SCREEN_CRT,Screen CRT,,
TR_SEGMENTS_LABEL,分段数 :,,
TR_SETTINGS,设置,,
TR_SHARED_MOVEMENT_BUTTON,嘴巴张开时使用不同的值,,
TR_SHARED_MOVEMENT_TOOLTIP,自动旋转精灵。速度可以从旋转速度更改。,,
TR_SHORTCUTS_FULL,"* 鼠标控制\n- 旋转 : Ctrl+鼠标滚轮 (上下)\n- 相机缩放 : 鼠标滚轮 (上下)\n- 相机拖动 : 鼠标滚轮 (按下)\n\n*键盘控制 \n- 移动精灵 : \n> Ctrl+W (上)\n> Ctrl+S (下)\n> Ctrl+A (左)\n> Ctrl+D (右)\n\n- 调整偏移 : \n> Arrow-Up (上)\n> Arrow-Down (下)\n> Arrow-Left (左)\n> Arrow-Right (右)\n\n- 快速保存 : Ctrl+S\n- 快速取消选择: Alt+D\n-  快速窗口居中 : Ctrl+ Kp -",,
TR_SHOULD_BLINK,在眨眼时显示 :,,
TR_SHOULD_DIS_LABEL,消失按键表.\n(按键必须与现有资产对应),,
TR_SHOULD_DISAPPEAR_TOOLTIP,按下会使精灵消失的按键。,,
TR_SHOULD_DISSAPPEAR_LIST_TOOLTIP,使选定资产消失的按键列表（必须与另一个资产按键对应）。,,
TR_SHOULD_TALK,在说话时显示 :,,
TR_SHOW_UI,显示 UI,,
TR_SIZE_X,大小-X :,,
TR_SIZE_Y,大小-Y :,,
TR_SKEW_X,斜切-X :,,
TR_SKEW_Y,斜切-Y :,,
TR_SOCIALS,Socials :,,
TR_SOURCE_CODE,Source Code :,,
TR_SPRITE_ID_LABEL,精灵ID :,,
TR_SPRITES,精灵,,
TR_SQUISH_AMOUNT,挤压程度,,
TR_SQUISH_ON_BLINK,眨眼时挤压,,
TR_STATE_REMAP,状态重新绑定,,
TR_STATIC_OBJECT,静态对象,,
TR_STIFFNESS_LABEL,刚度 :,,
TR_STREAMER_WIP,主播 (WIP),,
TR_STRETCH,拉伸,,
TR_SUB_DIVISION_LABEL,二次细分 :,,
TR_SWITCH_SESSION_FULL,在切换模式之前，请确保先保存您的模型，因为这将带您进入一个完全独立的软件会话。,,
TR_SWITCH_SESSION,您想切换到哪种会话类型？,,
TR_SYNC_EFFECT,同步效果,,
TR_TEST_FRAME,帧 :,,
TR_TEXTURE_MODE_LABEL,纹理模式 :,,
TR_TILE,瓦片,,
TR_TINT,色调 :,,
TR_TOGGLE_BORDERS,切换边框显示,,
TR_TOOLTIP_ADD_APPENDAGE,添加附件,,
TR_TOOLTIP_ADD_FOLDER,添加文件夹,,
TR_TOOLTIP_ADD_NORMAL_MAP,添加法线贴图,,
TR_TOOLTIP_ADD_SPRITE,添加精灵,,
TR_TOOLTIP_AUTO_ROTATION,自动旋转精灵。速度可以从旋转速度更改。,,
TR_TOOLTIP_DELETE_NORMAL_MAP,删除法线贴图,,
TR_TOOLTIP_DELETE_SPRITE,删除精灵,,
TR_TOOLTIP_DUPLICATE_SPRITE,复制精灵,,
TR_TOOLTIP_MAIN_VIEW_ZOOM_RESET,主视图缩放重置,,
TR_TOOLTIP_MINI_VIEW_ZOOM_IN,迷你视图放大,,
TR_TOOLTIP_MINI_VIEW_ZOOM_OUT,迷你视图缩小,,
TR_TOOLTIP_MINI_VIEW_ZOOM_RESET,迷你视图缩放重置,,
TR_TOOLTIP_REPLACE_SPRITE,替换精灵,,
TR_TRANSPARENT,透明,,
TR_TRIM_IMPORT,裁剪输入,,
TR_TRITANOPIA,蓝色盲,,
TR_UI_SCALE_LABEL,UI 缩放 :,,
TR_USE_DELTA_TIME_TOOLTIP,"运动计数模式（每帧Tick+1），即使移动值较低，也可能导致非常强烈的移动。\n使用增量时间(DeltaTime)会使速度变慢（每帧Tick+0.016），\n并且更宽容地使用更高的值。\n这需要为每个模型设置，以防止共享问题。",,
TR_USE_DELTA_TIME,使用增量时间,,
TR_VISIBILITY,可见性,,
TR_VISIBLE,可见性 :,,
TR_VOLUME_SENSITIVITY,音量灵敏度,,
TR_VOLUME,音量,,
TR_WAG_FREQ_LABEL,摇摆频率 :,,
TR_WAG_SPEED_SLIDER,摇摆速度 :,,
TR_WASD_AD,WASD (AD),,
TR_WASD_WS,WASD (WS),,
TR_WASD,WASD,,
TR_WHAT_IS_PNG_TUBING_FULL,"PNGTubing是Vtubing的一种形式。然而，与Vtubing不同，它更简单，成本更低。这就是为什么它近年来越来越受欢迎。有一些不同类型的PNGTubing，包括静态（如图所示）、Toon和Rigged。在这个软件-PNGTube Remix中，您可以创建静态和装配！如果需要，甚至把它们混合在一起。希望你玩得开心！",,
TR_WIDTH,宽度 :,,
TR_WIGGLE_APPENDAGE,摇摆附件,,
TR_WIGGLE_PHYSICS,摇摆物理,,
TR_WIGGLE_SPRITE,摇摆精灵,,
TR_WINDOW_SIZE,窗口大小,,
TR_WINDOW,窗口,,
TR_WOBBLE_FREQ_TOOLTIP,影响摇晃和挤压,,
TR_WS_SYNC_EFFECT_TOOLTIP,将精灵的摇摆效果与父对象的摇摆效果同步（两者都必须是精灵对象）,,
TR_WS_WIGGLE_AMP,摇摆幅度 : ,,
TR_WS_WIGGLE_FREQUENCY,摇摆频率 : ,,
TR_X_AMPLITUDE_WOBBLE,X-幅度 摇晃 : ,,
TR_X_FREQUENCY_WOBBLE_TOOLTIP,影响摇晃,,
TR_X_FREQUENCY_WOBBLE,X-频率 摇晃 : ,,
TR_X_OFFSET,X-偏移 :,,
TR_XY_MOVEMENTS_X_AMP,X-幅度 : ,,
TR_XY_MOVEMENTS_X_FREQUENCY,X-频率 : ,,
TR_XY_MOVEMENTS_Y_AMP,Y-幅度 :,,
TR_XY_MOVEMENTS_Y_FREQUENCY,Y-频率 : ,,
TR_XY_MOVEMENTS,X-Y 运动,,
TR_Y_AMPLITUDE_WOBBLE,Y-幅度 摇晃 : ,,
TR_Y_FREQUENCY_WOBBLE,Y-频率 摇晃 : ,,
TR_Y_OFFSET,Y-偏移 :,,
TR_YES, 是 ,,
TR_Z_ORDER,Z 图层排序 :,,
What is PNGTubing?,什么是PNGTubing?,,
Wiggle,摇摆,,
Window,窗口,,
TR_HIDDEN_ITEM,隐藏物体,,
TR_CYCLE,循环 :,,
TR_ROT_THRESH,旋转阈值 :,,
TR_STRENGTH,强度 :,,
TR_MIRROR_REACTION_H,镜像反应 H,,
TR_KEEP_LENGTH,保持长度,,
TR_MAX_STRETCH,最大拉伸 :,,
TR_SNAP_DRAG,拖动吸附 :,,
TR_MINI_VIEW,迷你视图,,
TR_SPRITE_VIEW,精灵视图,,
TR_BOTTOM_BAR,底部栏,,
TR_ADD_WINDOW,新增窗口,,
TR_SAVE_RELOAD,快速保存与重载,,
TR_SNAP_ROT,旋转吸附,,
TR_SNAP_SCL,缩放吸附,,
TR_ANGLE,角度 :,,
TR_FILE_MANAGER,文件管理器,,
TR_TOOLTIP_ADD_IMAGE,新增图像,,
TR_TOOLTIP_REPLACE_IMAGE,替换图像,,
TR_TOOLTIP_DELETE_IMAGE,删除图像,,
TR_FILE_SYSTEM,文件系统,,
TR_IMAGES,图像,,
TR_RESIZE,调整大小,,
TR_OPTIMIZE,优化,,
TR_OPTIMIZE_TRIM,裁剪模型,,
TR_IMPORT,导入,,
TR_PSD_IMPORT,导入PSD,,
TR_WINDOW_DEFAULT,将窗口重置为默认值,,
TR_DEBUG,调试,,
TR_REST_MODE,休止模式 :,,
TR_REST_FOLLOW,休眠跟随运动,,
TR_REST_MOVE,休眠运动,,
TR_REST_BOTH,休眠两者,,
TR_DISABLE_MOVE,禁用运动,,
TR_DISABLE_FOLLOW,禁用跟随运动,,
TR_REST_MODE_TOOLTIP,"休眠/禁用运动类型。\n休眠意味着在列表中不可见或父精灵隐藏时，该功能将不起作用\n（如果你使用资产热键进行隐藏，而在列表中仍是可见的，那么该精灵不会休眠）。\n禁用则代表完全禁用该功能，即使在可见时也是如此。\n这可能有助于提高性能，特别是对于不使用特定运动类型的大型模型。",,
TR_FADE,状态淡入淡出,,
TR_FADE_TOOLTIP,精灵在切换状态时会淡入淡出,,
TR_FADE_ASSET,资产淡入淡出,,
TR_FADES,淡入淡出,,
TR_FADE_PARAM,状态淡入淡出 :,,
TR_FADE_ASSET_PARAM,资产淡入淡出 :,,
TR_FADE_ASSET_TOOLTIP,资产精灵在触发时会淡入淡出,,
TR_DEFORM,Deform,,
TR_SHOW_WEB,显示Web,,
TR_INFLUENCE,影响 :,,
TR_STRENGTH,强度 : ,,
TR_FOLLOW_WOBBLE,摇摆移动,,
TR_FOLLOW_MOVEMENT,跟随移动,,
TR_ADD_MESH,添加网格,,
TR_GEN_MESH,生产网格,,
TR_GEN_PRESERVED,重新生成保存的网格,,
TR_GEN_CORNERS,生成顶点,,
TR_GEN_FLIPPED,生成翻转,,
TR_MESH_TEXTURE,网格纹理,,
TR_ROT_SNAP_BUTTON_TOOLTIP,将“旋转”吸附到最后一个移动位置。,,
TR_SCL_SNAP_BUTTON_TOOLTIP,将“缩放”吸附到最后一个移动位置。,,
TR_HOLD_TO_SHOW,长按显示,,
TR_EDIT_WINDOWS,"解锁窗口尺寸",,
TR_RESTART_MIC,重启麦克风,,
TR_RESTART_MIC_TOOLTIP,只有当您在麦克风拾音遇到严重延迟时，才需要使用此功能,,
TR_CROP_IMAGES_TO_CONTENT,自动裁剪导入图片,,
TR_CROP_IMAGES_TO_CONTENT_TOOLTIP,打开图像时，自动裁剪掉图像周围的任何空白区域。,,
TR_KEEP_DATA_BEFORE_TRIM,保留修剪前的数据,,
TR_KEEP_DATA_BEFORE_TRIM_TOOLTIP,"在修剪之前保存精灵。如果关闭此选项，文件将仅保存修剪过的精灵。",,
TR_FLOATY_PANNING,平滑移动,,
TR_FLOATY_PANNING_TOOLTIP,"启用后，编辑器中的平移将是平滑的，而不是快速的。",,
TR_FANCY_CURSOR_IN_EDITOR,自定义光标(编辑器中),,
TR_FANCY_CURSOR_IN_PREVIEW,自定义光标(预览中),,
TR_SAVE_UNUSED_FILES,保存未使用的文件,,
TR_TRACKING_BACKEND,按键捕捉后台 : ,,
TR_TRACKING_BACKEND_TOOLTIP,对保存和加载等操作使用多线程。,,
TR_AUDIO_BACKEND,音频后台 : ,,
TR_INDEX_X,"X-影响图层排序 :",,
TR_INDEX_Y,"Y-影响图层排序 :",,
TR_INCLUSIVE_KEY_CHECK,包容性按键检测,,
TR_INCLUSIVE_KEY_CHECK_TOOLTIP,"未包含其中的修饰键会被忽略（例如：Ctrl+1，在按下Shift+Ctrl+1时，也会触发），同时忽略按键的先后顺序",,
TR_HOTKEY_NAME_COLUMN,热键名称,,
TR_HOTKEY_COLUMN,热键绑定,,
TR_SNAP_OUT_OF_BOUNDS,脱离屏幕边界不跟踪,,
TR_SNAP_OUT_OF_BOUNDS_TOOLTIP,如果选择了一个屏幕，但光标不在屏幕上，则不再跟踪鼠标。,,
TR_LOCK_SIZE,锁定尺寸,,
TR_IGNORE_IF_REST,休眠时忽略按键,,
TR_IGNORE_IF_REST_TOOLTIP,如果精灵处于休眠状态，会忽略资产按键的输入。,,
TR_IS_DEVOLOPING,开发中...,,
TR_MOUSE_INPUT_AREA,(鼠标绑定捕获区),,
TR_REST_MOVE_AND_RESET,休眠运动并重置,,
TR_CONFIRM_TRIM_TEXT,"你希望导入的精灵被裁剪吗？\n（移除图片中所有未使用的透明区域）",,
TR_CONFIRM_TRIM_TITLE,"请确认...",,
TR_CONFIRM_TRIM_OFFSET_CHECK,"根据原图偏移裁剪后的图片",,
TR_AUTO_SHOW,"自动显示",,
TR_AUTO_SHOW_TOOLTIP,"在脱离休眠时自动显示",,
TR_AWAITING_INPUT,"...等待输入...",,
TR_SPRITE_SHEET,精灵表,,
TR_BLEND_MASKING,蒙版(透明度),,
