TR_AUTO_SAVE,Auto-Save,,
TR_AUTO_WAG,Auto Wag,,
TR_BASIC_CONCEPTS_FULL,"Okay, so bear with me!, You might have noticed many sliders here use Amp and Freq. If you don't know how they work, here is a very basic explanation! Amplitude is the main value, how high or low the object would reach, Frequency is how fast the Amp takes to go from + to - through given time.",,
TR_BASIC_CONTROLS_FULL,Held Sprite Inputs :\n- Moving Sprite : Click and drag around.\n- Move Origin : Arrow Keys or by holding Ctrl on your keyboard and pressing where you want the origin to be.\n- Scroll mouse wheel on sliders for more accurate results.\n\nInput Remap :\n- Click the button of the state you want.\n\nto remap and then add the new button:\n- Change States with input : Captures Input\nwhen minimized if on.\n\nControl Bounce :\n- Click on bounce top bar to change the bounce and gravity to your desire.\n\nMouse Controls :\n- Scroll Wheel to zoom in/ out.\n- Middle Mouse button to pan the camera.,,
TR_BASIC_DEMO,Basic Demo,,
TR_BG_COLOR,BG Color,,
TR_BG_TEMP_BUTTON,Model With Background Demo,,
TR_BIND_KEY,Bind Key,,
TR_BLEND_ADD,Add,,
TR_BLEND_BURN,Burn,,
TR_BLEND_CURSED,Cursed,,
TR_BLEND_HARDMIX,HardMix,,
TR_BLEND_LABEL,Blend:,,
TR_BLEND_MULTIPLY,Multiply,,
TR_BLEND_NORMAL,Normal,,
TR_BLEND_SUBTRACT,Subtract,,
TR_BLEND_TOOLTIP,"Blend mode is developing. \n - Multiply will also apply to both(this and background layer) transparency, which taking a layer mask effect \n - Burn, Hardmix, Cursed mode is unfinished",,
TR_BLEND,Blend :,,
TR_BLIND_KEY,Blind Key,,
TR_BLINK_CHANCE,Blink Chance : ,,
TR_BLINK_SPEED,Blink Speed : ,,
TR_BLUE,Blue,,
TR_BOUNCE_AMOUNT_TOOLTIP,Affects Model Bouncing,,
TR_BOUNCE_AMOUNT,Bounce Amount,,
TR_BOUNCE_GRAVITY_LABEL,Bounce Gravity :,,
TR_BOUNCE_GRAVITY,Bounce Gravity,,
TR_BOUNCE_LABEL,Bounce Amount :,,
TR_BOUNCE_WHEN_CHANGING_STATES,Bounce when changing states,,
TR_BOUNCE,Bounce,,
TR_CANCEL,Cancel,,
TR_CENTER_WINDOW,Center Window,,
TR_CHOOSE_DEMO,Choose Demo :,,
TR_CLIP_CHILDREN,Clip Children,,
TR_CLOSED_LOOP,Closed Loop,,
TR_CLOSED,Closed,,
TR_COLLAB,Collab,,
TR_COLOR_BLINDNESS_HELPER_TOOLTIP,An Accessibility feature aimed at helping users and viewers with Color-blindness with viewing the Model.,,
TR_COLOR_BLINDNESS_HELPER_TOOLTIP,An Accessibility feature aimed at helping users and viewers with Color-blindness with viewing the Model.,,
TR_COLOR_BLINDNESS_HELPER,Color-Blindness Helper :,,
TR_COLOR,Color :,,
TR_COMEBACK_LABEL,Comeback :,,
TR_CONTROLLER_LEFT,Controller (Left),,
TR_CONTROLLER_RIGHT,Controller (Right),,
TR_CREDITS,Credits,,
TR_CURVATURE_LABEL,Curvature :,,
TR_CUSTOM,Custom,,
TR_CYCLE_BACKWARD_LABEL,Cycle Backward :,,
TR_CYCLE_FORWARD_LABEL,Cycle Forward :,,
TR_CYCLE_LABEL,Cycle :,,
TR_CYCLE_TOGGLE_LABEL,Cycle Toggle :,,
TR_DAMP_LABEL,Damp :,,
TR_DARKEN,Darken,,
TR_DELAY,Delay,,
TR_DELETE_KEY,Delete Key,,
TR_DELETE_STATE,Delete State,,
TR_DELETE,Delete,,
TR_DEMO_MODEL,Demo Model,,
TR_DESELECT,Deselect,,
TR_DETECT_HOTKEYS_TOOLTIP,Making the software able to change States and other toggles using Hotkeys.,,
TR_DETECT_HOTKEYS,Detect Hotkeys,,
TR_DEUTERANOPIA,Deuteranopia,,
TR_DISABLED,Disabled,,
TR_DISAPPEAR_KEYS,Disappear Key(s),,
TR_DONT_HIDE_ON_TOGGLE_TOOLTIP,Shows the Asset only and doesn't hide it even when key is pressed again.,,
TR_DONT_HIDE,Don't Hide,,
TR_DUPLICATE_STATE,Duplicate State,,
TR_EDIT_VALUES_FOR_LABEL,Editing Values :,,
TR_EDITOR,Editor,,
TR_EFFECT_COLOR_LABEL,Effect Color :,,
TR_EFFECT_COLOR,Effect Color :,,
TR_EFFECT_HYPER,Hyper,,
TR_EFFECT_RAINBOW_SPEED,Rainbow Speed : ,,
TR_EFFECT_SELF_RAINBOW,Self-Rainbow,,
TR_EFFECT_SIZE_LABEL,Effect size :,,
TR_EFFECT_SIZE,Effect Size :,,
TR_EFFECTS,Effects,,
TR_EXPORT_MODEL_PARTS,Export Model Parts,,
TR_EYE_ANIMATIONS,Eye Animations,,
TR_FAQ_FULL,"Who made this software?\n- TheMime (me) is the current main dev, buuut community help is still open and appreciated!\n\nIs this really PNGTubing or Vtubing or ???\n- This form of PNGTubing is the closest thing to Vtubing. Consider it a middle point I guess, lol. Still not as complex as real Vtuber models, so I personally thing it is PNGTubing still!\n\nWhy is some of the code a bit of a mess?\n- When I first made this software, I barely knew much about coding, I won't lie when I tell you some code is embarrassing and I hope to improve it myself or with community help. You can find the source code's link in the credits!\n\nYou mentioned ToonTubing in the the What is PNGTubing?"" tab. Will this ever get supported?\n- Maybe",I am currently working on a personal (private) demo to add a form of easy to understand visual scripting system to be able to pull this sort of stuff. Wish me luck lol!\n\nHow can I support this project?\n- You can simply share it around (but please don't be annoying) and show off your model made in it. Adding credit at some point to the software would be nice!\n\n(If i ever got more common questions,"will put them here!)"""
TR_FAT_POINT,Point :,,
TR_FILE_DIALOG_TITLE,Open File(s),,
TR_FILE_OPEN,Open,,
TR_FILES,Files,,
TR_FLIP_H,Flip Horizontally,,
TR_FLIP_V,Flip Vertically,,
TR_FLOAT,Float,,
TR_FM_DELAY,Delay :,,
TR_FM_MAX_ROT,Max-Rot :,,
TR_FM_MAX_SQUISH_X,Squish X :,,
TR_FM_MAX_SQUISH_Y,Squish Y :,,
TR_FM_MIN_ROT,Min-Rot :,,
TR_FM_RANGE_X,Range X :,,
TR_FM_RANGE_Y,Range Y :,,
TR_FOLLOW_ALL_RANGE,Follow all Range,,
TR_FOLLOW_ALL_RANGE_TOOLTIP,Follows the appendage movement direction no matter its current base Angle.,,
TR_FOLLOW_APPENDAGE_TIP,Follow Appendage Tip,,
TR_FOLLOW_APPENDAGE_TOOLTIP,Follow the parent appendage movement.,,
TR_FOLLOW_APPENDAGE,Follow Appendage,,
TR_FOLLOW_MOUSE_DEMO,Follow Mouse Demo,,
TR_FOLLOW_MOUSE_SCREEN_LABEL,Follow Mouse Screen :,,
TR_FOLLOW_MOUSE,Follow Movement,,
TR_FOLLOW_POSITION_LABEL,Follow Option (Position) :,,
TR_FOLLOW_ROTATION_LABEL,Follow Option (Rotation) :,,
TR_FOLLOW_SCALE_LABEL,Follow Option (Scale) :,,
TR_FOLLOW_SCALE_NOT,"Small note\nthe scale change depending on mouse\nposition still needs some work, it may feel\nor look a little different in later releases.",,
TR_FOLLOW_THROUGH,Follow Through,,
TR_FOR_TESTING_LABEL,For testing only,,
TR_FRAME_LABEL,Frame :,,
TR_FT_DRAG,Drag :,,
TR_FT_STRETCH,Stretch :,,
TR_FULL_CREDITS,PNGTuber Remix by TheMime (MudkipWorld)\n Better UI by LeoRson.\n\nV1.3.4,,
TR_GRAVITY_X_LABEL,Gravity-X :,,
TR_GRAVITY_Y_LABEL,Gravity-Y :,,
TR_GRAY,Gray,,
TR_GREEN,Green,,
TR_HATCHES,Hatches,,
TR_MIN_DURATION_TOOLTIP,"Sprite will be showed at least minimal duration to avoid disappearance.",,
TR_MIN_DURATION,Minimal Duration,,
TR_CAST_TIME_TOOLTIP,"Sprite will be showed when hotkey is continuously pressed for more than the cast time",,
TR_CAST_TIME,Cast Time,,
TR_HOT_KEY_LABEL,Hot Key :,,
TR_IDLE,Idle,,
TR_IGNORE_BOUNCE,Ignore Bounce,,
TR_IMAGE,Image,,
TR_IS_ASSET_TOOLTIP,"An Asset is a Sprite you can toggle at any time. I.e glasses, hats, etc..",,
TR_IS_ASSET,Is Asset,,
TR_IS_CYCLE_ASSET,Is Cycle Asset,,
TR_LANGUAGE_LABEL,Language :,,
TR_LAYOUT,Layout,,
TR_LENGTH_LABEL,Length :,,
TR_LIGHT_COLOR,Light Color :,,
TR_LIGHT_ENERGY,Light Energy :,,
TR_LIGHT_SETTINGS,Light Settings,,
TR_LIGHT_SETTINGS,Light Settings,,
TR_LIGHT_SHAPE_VISIBLE,Light Shape Visible,,
TR_LIGHT_SIZE,Light Size :,,
TR_LIGHT_VISIBLE,Light Visible,,
TR_LIP_SYNC_CONFIG,LipSync Configuration,,
TR_LS_DARKEN_TOOLTIP,Darkens Your model when not speaking.,,
TR_MAGENTA,Magenta,,
TR_MAIN_VIEW_ZOOM_RESET,Main-View Zoom Reset,,
TR_MAX_ANGLE_LABEL,Max Angle :,,
TR_MAX_CURVE_LABEL,Max-Curve :,,
TR_MAX_FPS,Max FPS,,
TR_MAX_MOUSE_ROTATION,Maximum Mouse Rotation,,
TR_MAX_ROTATION_LABEL,Max Rotation :,,
TR_MAX_VIEW_ZOOM_OUT,Mini-View Zoom Out,,
TR_MICROPHONE_LABEL,Microphone :,,
TR_MIN_CURVE_LABEL,Mini-Curve :,,
TR_MIN_MOUSE_ROTATION,Minimum Mouse Rotation,,
TR_MIN_ROTATION_LABEL,Mini Rotation :,,
TR_MINI_TUTORIAL,Mini Tutorial (WIP),,
TR_MINI_VIEW_TOOLTIP,Mini-view,,
TR_MINI_VIEW_ZOOM_IN,Mini-View Zoom In,,
TR_MINUTE_ABBREVIATION,min,,
TR_MODE,Mode,,
TR_MODEL_ANIMATIONS,Model Animations,,
TR_MODEL_EFFECT,Model Effect :,,
TR_MOMENTUM_LABEL,Momentum :,,
TR_MOUSE_VELOCITY,Mouse Velocity,,
TR_MOUSE,Mouse,,
TR_MOUTH_CLOSED,Mouth Closed,,
TR_MOUTH_CLOSED,Mouth Closed :,,
TR_MOUTH_OPEN_LABEL,Mouth Open :,,
TR_MOUTH_OPEN,Mouth Open,,
TR_MOVE_WITH_MOUSE_TOOLTIP,"Animate to Follow Movement must be turned on in order for this feature to work when toggled off, it stops the sprite from moving on the x and y axis, but keeps the Animate to Mouse working.",,
TR_MOVE_WITH_MOUSE,Move with Follow,,
TR_MOVEMENT,Movement,,
TR_MULTISTATE_EDITING_CUE_LABEL,*Multi-State Editing On,,
TR_NAME,Name,,
TR_NEW_PNGTUBER_TEXT,Do you want to make a new PNGTuber model?,,
TR_NEW,New,,
TR_NONE_ANIMATED_SHEET_TOOLTIP,Turns a SpriteSheet into Static Frames that you can choose from.,,
TR_NONE_ANIMATED_SHEET,None Animated Sheet,,
TR_NONE,None,,
TR_NORMAL_MAP_DEMO,Normal Map Demo,,
TR_NORMAL_MAP,Normal Map,,
TR_NO,No,,
TR_OFFSET_X,Offset-X :,,
TR_OFFSET_Y,Offset-Y :,,
TR_OPEN_FILES,Open File(s),,
TR_OPEN,Open,,
TR_OUTLINE,Outline,,
TR_PAUSE_MOVEMENT_TOOLTIP_MOVEMENT_SECTION,Pauses movement if the Value of the that parameter is equal zero.,,
TR_PAUSE_MOVEMENT_TOOLTIP,Turns your model Static.\nUncheck to preview your model's movement.\nThis automatically gets unchecked when changing modes.,,
TR_PAUSE_MOVEMENT,Pause Movement,,
TR_PHYS_STIFFNESS_LABEL,Phys-Stiff :,,
TR_PHYS_STIFFNESS_TOOLTIP,Physics/ Reaction to parent's movement stiffness.,,
TR_PHYSICS,Enable Physics,,
TR_PLEASE_CONFIRM,Please Confirm...,,
TR_POS_X,Pos-X :,,
TR_POS_Y,Pos-Y :,,
TR_POSITION_SNAP_BUTTON_TOOLTIP,Snaps the Position to last place of movement.,,
TR_POSITION_SNAP_BUTTON,Position Snap,,
TR_PREVIEW_MODE_TOOLTIP,Turns your model Static.\nUncheck to preview your model's movement.\nThis automatically gets unchecked when changing modes.,,
TR_PREVIEW,Preview,,
TR_PROTANOPIA,Protanopia,,
TR_QUIT,Quit,,
TR_RAINBOW_EFFECT,Rainbow Effect,,
TR_RAINBOW,Rainbow,,
TR_REACTION,Reaction,,
TR_RED,Red,,
TR_REMAP_KEY,Remap Key,,
TR_REMAP_STATE_HOTKEYS,Remap State Hot Keys,,
TR_REMAP,Remap,,
TR_RESET_ANIMATION_TOOLTIP,Resets animation on changing the current State.,,
TR_RESET_ANIMATION,Reset Animation,,
TR_RESET_ON_STATE_CHANGE_TOOLTIP,"Resets the animaton of (APNG, GIF or SpriteSheet) when changing States.",,
TR_RESET_ON_STATE_CHANGE,Reset on State Change,,
TR_NEVER_RESET_TOOLTIP,"Never resets the animaton",,
TR_NEVER_RESET,"Never Reset",,
TR_ROT_DEGREE,Rot-Degree :,,
TR_ROT_FREQUENCY,Rot-Freq :,,
TR_ROT_MAX_ROT,Max-Rot :,,
TR_ROT_MIN_ROT,Min-Rot :,,
TR_ROT_SPEED,Rot-Speed :,,
TR_ROTATION,Rotation :,,
TR_SAVE_AS,Save As,,
TR_SAVE_ON_EXIT_NOTE,(Helps remember toggled assets),,
TR_SAVE_ON_EXIT,Save on Exit,,
TR_SAVE_WARNING_FULL,"If you clicked quit without making sure your work is saved, you will lose your progress.",,
TR_SAVE_WARNING,Did you make sure to save?,,
TR_SAVE_WINDOW_POSITIONS,"Save Window (position, size, etc..)",,
TR_SAVE,Save,,
TR_SCREAMING,Screaming (Coming Soon),,
TR_SCREEN_CRT,Screen CRT,,
TR_SEGMENTS_LABEL,Segments :,,
TR_SETTINGS,Settings,,
TR_SHARED_MOVEMENT_BUTTON,Use Different Values When Mouth is Open,,
TR_SHARED_MOVEMENT_TOOLTIP,Auto Rotates your Sprite. The speed can be changed from the Rot-Speed.,,
TR_SHORTCUTS_FULL,"* Mouse Controls\n- Rotation : Ctrl+MouseWheel (Up, Down)\n- Camera Zoom : MouseWheel (Up, Down)\n- Camera Drag : MouseWheel (Pressed)\n\n*Keyboard Controls \n- Moving Sprite : \n> Ctrl+W (Up)\n> Ctrl+S (Down)\n> Ctrl+A (Left)\n> Ctrl+D (Right)\n\n- Moving Offset : \n> Arrow-Up (Up)\n> Arrow-Down (Down)\n> Arrow-Left (Left)\n> Arrow-Right (Right)\n\n- Quick Save : Ctrl+S\n- Quick Deselect : Alt+D\n- Quick Window Centering : Ctrl+ Kp -",,
TR_SHOULD_BLINK,Should Blink :,,
TR_SHOULD_DIS_LABEL,List of Keys for Disappearence.\n(Key must correspond to existing asset's),,
TR_SHOULD_DISAPPEAR_TOOLTIP,Keys that makes your Sprite Disappear whenever toggled.,,
TR_SHOULD_DISSAPPEAR_LIST_TOOLTIP,List of Keys (Must correspond to another asset's Key) that makes The selected Asset disappear.,,
TR_SHOULD_TALK,Should Talk :,,
TR_SHOW_UI,Show UI,,
TR_SIZE_X,Size-X :,,
TR_SIZE_Y,Size-Y :,,
TR_SKEW_X,Skew-X :,,
TR_SKEW_Y,Skew-Y :,,
TR_SOCIALS,Socials :,,
TR_SOURCE_CODE,Source Code :,,
TR_SPRITE_ID_LABEL,Sprite ID :,,
TR_SPRITES,Sprites,,
TR_SQUISH_AMOUNT,Squish Amount,,
TR_SQUISH_ON_BLINK,Squish on Blink,,
TR_STATE_REMAP,State Remap,,
TR_STATIC_OBJECT,Static Object,,
TR_STIFFNESS_LABEL,Stiffness :,,
TR_STREAMER_WIP,Streamer (WIP),,
TR_STRETCH,Stretch,,
TR_SUB_DIVISION_LABEL,Sub-Division :,,
TR_SWITCH_SESSION_FULL,Make sure to save your Model first before switching modes since this takes you to a completely separate session of the software.,,
TR_SWITCH_SESSION,Which Session type do you want to switch to?,,
TR_SYNC_EFFECT,Sync Effect,,
TR_TEST_FRAME,Frame :,,
TR_TEXTURE_MODE_LABEL,Texture Mode :,,
TR_TILE,Tile,,
TR_TINT,Tint :,,
TR_TOGGLE_BORDERS,Toggle Borders,,
TR_TOOLTIP_ADD_APPENDAGE,Add Appendage,,
TR_TOOLTIP_ADD_FOLDER,Add Folder,,
TR_TOOLTIP_ADD_NORMAL_MAP,Add Normal Map,,
TR_TOOLTIP_ADD_SPRITE,Add Sprite,,
TR_TOOLTIP_AUTO_ROTATION,Auto Rotates your Sprite. The speed can be changed from the Rot-Speed.,,
TR_TOOLTIP_DELETE_NORMAL_MAP,Delete Normal Map,,
TR_TOOLTIP_DELETE_SPRITE,Delete Sprite,,
TR_TOOLTIP_DUPLICATE_SPRITE,Duplicate Sprite,,
TR_TOOLTIP_MAIN_VIEW_ZOOM_RESET,Main-View Zoom Reset,,
TR_TOOLTIP_MINI_VIEW_ZOOM_IN,Mini-View Zoom In,,
TR_TOOLTIP_MINI_VIEW_ZOOM_OUT,Mini-View Zoom Out,,
TR_TOOLTIP_MINI_VIEW_ZOOM_RESET,Mini-View Zoom Reset,,
TR_TOOLTIP_REPLACE_SPRITE,Replace Sprite,,
TR_TRANSPARENT,Transparent,,
TR_TRIM_IMPORT,Trim Import,,
TR_TRITANOPIA,Tritanopia,,
TR_UI_SCALE_LABEL,UI Scale :,,
TR_USE_DELTA_TIME_TOOLTIP,"The movement Ticks uses (Tick + 1 every frame),\nwhich could lead to very strong movements even with low\nmovement values.\nUsing DeltaTime makes it slower ( Tick + 0.016 every frame)\nand more forgiving to use higher values.\nThis needs to be set for every model to prevent sharing issues.",,
TR_USE_DELTA_TIME,Use DeltaTime,,
TR_VISIBILITY,Visibility,,
TR_VISIBLE,Visible :,,
TR_VOLUME_SENSITIVITY,Vol. Sensitivity,,
TR_VOLUME,Volume,,
TR_WAG_FREQ_LABEL,Wag Freq :,,
TR_WAG_SPEED_SLIDER,Wag Speed :,,
TR_WASD_AD,WASD (AD),,
TR_WASD_WS,WASD (WS),,
TR_WASD,WASD,,
TR_WHAT_IS_PNG_TUBING_FULL,"PNGTubing is a form of Vtubing. However, unlike Vtubing, it is much simpler and less costly. This is why it gained popularity in recent years. There are some different types of PNGTubing, this includes Static (like the model shown), Toon and Rigged. In this software -PNGTube-Remix, you can create both Static and Rigged! Even mix them up if needed. Hope you have fun!",,
TR_WIDTH,Width :,,
TR_WIGGLE_APPENDAGE,Wiggle Appendage,,
TR_WIGGLE_PHYSICS,Wiggle Physics,,
TR_WIGGLE_SPRITE,Wiggle Sprite,,
TR_WINDOW_SIZE,Window Size,,
TR_WINDOW,Window,,
TR_WOBBLE_FREQ_TOOLTIP,Affects the Wobbling and Squishing,,
TR_WS_SYNC_EFFECT_TOOLTIP,Syncs the wiggle effect of the Sprite with the Parent's Wiggle effect (Both must be Sprite Objects),,
TR_WS_WIGGLE_AMP,Wiggle-Amplitude : ,,
TR_WS_WIGGLE_FREQUENCY,Wiggle-Freq : ,,
TR_X_AMPLITUDE_WOBBLE,X-Amplitude Wobble : ,,
TR_X_FREQUENCY_WOBBLE_TOOLTIP,Affects the Wobbling,,
TR_X_FREQUENCY_WOBBLE,X-Frequency Wobble : ,,
TR_X_OFFSET,X-Offset :,,
TR_XY_MOVEMENTS_X_AMP,X-Amplitude : ,,
TR_XY_MOVEMENTS_X_FREQUENCY,X-Frequency : ,,
TR_XY_MOVEMENTS_Y_AMP,Y-Amplitude : ,,
TR_XY_MOVEMENTS_Y_FREQUENCY,Y-Frequency : ,,
TR_XY_MOVEMENTS,X-Y Movements,,
TR_Y_AMPLITUDE_WOBBLE,Y-Amplitude Wobble : ,,
TR_Y_FREQUENCY_WOBBLE,Y-Frequency Wobble : ,,
TR_Y_OFFSET,Y-Offset :,,
TR_YES,Yes,,
TR_Z_ORDER,Z Order :,,
What is PNGTubing?,What is PNGTubing?,,
Wiggle,Wiggle,,
Window,Window,,
TR_HIDDEN_ITEM,Hidden Item,,
TR_CYCLE,Cycle :,,
TR_ROT_THRESH,Rot-Threshold :,,
TR_STRENGTH,Strength :,,
TR_MIRROR_REACTION_H,Mirror Reaction H,,
TR_KEEP_LENGTH,Keep length,,
TR_MAX_STRETCH,Max Stretch :,,
TR_SNAP_DRAG,Drag Snap :,,
TR_MINI_VIEW,Mini-View,,
TR_SPRITE_VIEW,Sprite-View,,
TR_BOTTOM_BAR,Bottom Bar,,
TR_ADD_WINDOW,Add Window,,
TR_SAVE_RELOAD,Quick Save and Reload,,
TR_SNAP_ROT,Snap Rotation,,
TR_SNAP_SCL,Snap Scale,,
TR_ANGLE,Angle :,,
TR_FILE_MANAGER,File Manager,,
TR_TOOLTIP_ADD_IMAGE,Add Image,,
TR_TOOLTIP_REPLACE_IMAGE,Replace Image,,
TR_TOOLTIP_DELETE_IMAGE,Delete Image,,
TR_FILE_SYSTEM,File System,,
TR_IMAGES,Images,,
TR_RESIZE,Resize,,
TR_OPTIMIZE,Optimize,,
TR_OPTIMIZE_TRIM,Trim Model,,
TR_IMPORT,Import,,
TR_PSD_IMPORT,Import PSD,,
TR_WINDOW_DEFAULT,Reset Window To Default,,
TR_DEBUG,Debug,,
TR_REST_MODE,Rest Mode :,,
TR_REST_FOLLOW,Rest Follow Movement,,
TR_REST_MOVE,Rest Movement,,
TR_REST_BOTH,Rest Both,,
TR_DISABLE_MOVE,Disable Movement,,
TR_DISABLE_FOLLOW,Disable Follow Movement,,
TR_REST_MODE_TOOLTIP,"Rests/ Disables Movement types.\n Resting means doesn't work when set to invisible in the list, or when the parent sprite is hidden.\n (If you use asset hotkeys to hide and still see it in the list, the sprite will not rest.)\n Disabling fully disables the feature even when visible.\n This could help with performance, especially with heavier models that don't use a specific movement type.",,
TR_FADE,Fade,,
TR_FADE_TOOLTIP,Sprites will fade in and out when switching states,,
TR_FADE_ASSET,Fade Asset,,
TR_FADES,Fades,,
TR_FADE_PARAM,Fade :,,
TR_FADE_ASSET_PARAM,Fade Asset :,,
TR_FADE_ASSET_TOOLTIP,Asset sprites will fade in and out while trigging,,
TR_DEFORM,Deform,,
TR_SHOW_WEB,Show Web,,
TR_INFLUENCE,Influence :,,
TR_STRENGTH,Strength : ,,
TR_FOLLOW_WOBBLE,Wobble Movement,,
TR_FOLLOW_MOVEMENT,Follow Movements,,
TR_ADD_MESH,Add Mesh,,
TR_GEN_MESH,Generate Mesh,,
TR_GEN_PRESERVED,Regenerate Mesh Preserved,,
TR_GEN_CORNERS,Generate Corners,,
TR_GEN_FLIPPED,Generate Flipped,,
TR_MESH_TEXTURE,Mesh Texture ,,
TR_ROT_SNAP_BUTTON_TOOLTIP,Snaps the Rotation to last place of movement.,,
TR_SCL_SNAP_BUTTON_TOOLTIP,Snaps the Scale to last place of movement.,,
TR_HOLD_TO_SHOW,Hold to Show,,
TR_EDIT_WINDOWS,"Edit Windows",,
TR_RESTART_MIC,Restart Mic,,
TR_RESTART_MIC_TOOLTIP,Only toggle this on if you are experiencing a significant delay when the microphone is picking up sound.,,
TR_CROP_IMAGES_TO_CONTENT,Crop Images to Content,,
TR_CROP_IMAGES_TO_CONTENT_TOOLTIP,Automatically crop away any empty space surrounding an image when the image is opened.,,
TR_KEEP_DATA_BEFORE_TRIM,Keep Data Before Trim,,
TR_KEEP_DATA_BEFORE_TRIM_TOOLTIP,"Keeps a save of the Sprites before trimming. If toggled off, the file will only save the trimmed Sprites.",,
TR_FLOATY_PANNING,Floaty Panning,,
TR_FLOATY_PANNING_TOOLTIP,When turned on panning in the editor will be smooth instead of snappy.,,
TR_FANCY_CURSOR_IN_EDITOR,Fancy Cursor in Editor,,
TR_FANCY_CURSOR_IN_PREVIEW,Fancy Cursor in Preview,,
TR_SAVE_UNUSED_FILES,Save Unused Files,,
TR_TRACKING_BACKEND,Tracking Backend : ,,
TR_TRACKING_BACKEND_TOOLTIP,Use multi-threading for actions like saving and loading.,,
TR_AUDIO_BACKEND,Audio Backend : ,,
TR_INDEX_X,"Index X :",,
TR_INDEX_Y,"Index Y :",,
TR_INCLUSIVE_KEY_CHECK,Inclusive Key Check,,
TR_INCLUSIVE_KEY_CHECK_TOOLTIP,"Modifier keys not included will be ignored (for example, Ctrl+1 will also trigger when Shift+Ctrl+1 is pressed), and the order of keys will be ignored",,
TR_HOTKEY_NAME_COLUMN,Hotkey Name,,
TR_HOTKEY_COLUMN,Hotkey Map,,
TR_SNAP_OUT_OF_BOUNDS,Snap Out of Bounds,,
TR_SNAP_OUT_OF_BOUNDS_TOOLTIP,If a screen is selected and the cursor is out of it. The mouse is no longer tracked.,,
TR_LOCK_SIZE,Lock Size,,
TR_IGNORE_IF_REST,Ignore If Rest,,
TR_IGNORE_IF_REST_TOOLTIP,"If this sprite or its parent is rest, asset key input will be ignored",,
TR_IS_DEVOLOPING,Is Devoloping...,,
TR_MOUSE_INPUT_AREA,(Mouse Bind Capture Area),,
TR_REST_MOVE_AND_RESET,Rest Move And Reset,,
TR_CONFIRM_TRIM_TEXT,"Would you like to have your Sprites Trimmed?\n(Removes all unused area around your image.)",,
TR_CONFIRM_TRIM_TITLE,"Please Confirm...",,
TR_CONFIRM_TRIM_OFFSET_CHECK,"Offset Imported Sprite",,
TR_AUTO_SHOW,"Auto show",,
TR_AUTO_SHOW_TOOLTIP,"Auto show when parent is show(or leaving rest)",,
TR_AWAITING_INPUT,"...Awaiting Input...",,
